numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2438N1446933F;Route de Grenoble 38590 Saint-Étienne-de-Saint-Geoirs;;Route de Grenoble;Saint-Étienne-de-Saint-Geoirs;38590;38384;38;84;38384_0156;adresse non géocodée ban car aucune correspondance trouvée;Route de Grenoble;SAINT-ETIENNE-DE-SAINT-GEOIRS;38590
2238N2298442M;43 Impasse des Pierres 38110 Saint-Clair-de-la-Tour;43;Impasse des Pierres;Saint-Clair-de-la-Tour;38110;38377;38;84;38377_0117_00043;adresse non géocodée ban car aucune correspondance trouvée;43 Impasse des Pierres;SAINT CLAIR DE LA TOUR;38110
2138N0482820V;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2438N2247922M;Rue de la Croze 38890 Vignieu;;Rue de la Croze;Vignieu;38890;38546;38;84;38546_0260;adresse non géocodée ban car aucune correspondance trouvée;4 Lotissement ''Les Jardins de la Croze'';VIGNIEU;38890
2438N1073685N;Route de Marseille 38150 Chanas;;Route de Marseille;Chanas;38150;38072;38;84;38072_0170;adresse non géocodée ban car aucune correspondance trouvée;11 route de Marseille;CHANAS;38150
2438N1684389D;35 impasse des Chevaliers 38780 Eyzin-Pinet;35;impasse des Chevaliers;Eyzin-Pinet;38780;38160;38;84;38160_aas3np_00035;adresse non géocodée ban car aucune correspondance trouvée;35 Impasse des Chevaliers;EYZIN-PINET;38780
2238N0542124U;rue du four 38570 Hurtières;;rue du four;Hurtières;38570;38192;38;84;38192_0310;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit Pra Foux;HURTIÈRES;38570
2138N0756003W;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2238N3118817J;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2138N0894162R;Avenue de la Muzelle (Mont-de-Lans) 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38253_0020;adresse géocodée ban à l'adresse;Résidence La Restanque ;;
;;;;;;;;;;;;;
2238N0968194C;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2338N3988111U;124 Boulevard des 3 Vallons 38080 L'Isle-d'Abeau;124;Boulevard des 3 Vallons;L'Isle-d'Abeau;38080;38193;38;84;38193_0322_00124;adresse non géocodée ban car aucune correspondance trouvée;124 boulevard des Trois Vallons;L'ISLE-D'ABEAU;38080
2338N2135162N;Chemin de Saint Just 38160 Chatte;;Chemin de Saint Just;Chatte;38160;38095;38;84;38095_0710;adresse géocodée ban à l'adresse;"Lieu-dit ""Saint-Just""";CHATTE;38160
2338N0790932J;Chemin des Evequaux 38330 Biviers;;Chemin des Evequaux;Biviers;38330;38045;38;84;38045_0220;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Evequaux;BIVIERS;38330
2138N0368756T;Chemin des Bourdoires 38380 Saint-Laurent-du-Pont;;;Saint-Laurent-du-Pont;38380;38412;38;84;38412_0116;adresse géocodée ban à l'adresse;3 chemin des Bourdoires;SAINT-LAURENT-DU-PONT;38380
2238N3112268M;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2473N1236960R;18 Avenue Félix Viallet 38000 Grenoble;18;Avenue Félix Viallet;Grenoble;38000;38185;38;84;38185_2750_00018;adresse non géocodée ban car aucune correspondance trouvée;18 Avenue Félix Viallet ;;
;;;;;;;;;;;;;
2338N2415229I;Rue Voltaire 38400 Saint-Martin-d'Hères;;Rue Voltaire;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse non géocodée ban car aucune correspondance trouvée;LA PLAINE VOLTAIRE;SAINT-MARTIN-D'HERES;38400
2238N1182563B;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N2730615N;153 Route des Rieux 38330 Montbonnot-Saint-Martin;153;Route des Rieux;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0360_00153;adresse non géocodée ban car aucune correspondance trouvée;153 route des Rieux lot 2 Lotissement clos Bergerand;MONTBONNOT ST MARTIN;38330
2238N0198326U;3 Impasse du Coteau Saint Helene 38200 Vienne;3;Impasse du Coteau Saint Helene;Vienne;38200;38544;38;84;38544_iiiwrk_00003;adresse non géocodée ban car aucune correspondance trouvée;3 du Coteau Sainte-Hélène;VIENNE;38200
2438N1245776K;Rue du Métras 38440 Artas;;Rue du Métras;Artas;38440;38015;38;84;38015_0268;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Métras;ARTAS;38440
2473N1236966X;18 Avenue Félix Viallet 38000 Grenoble;18;Avenue Félix Viallet;Grenoble;38000;38185;38;84;38185_2750_00018;adresse non géocodée ban car aucune correspondance trouvée;18 Avenue Félix Viallet ;;
;;;;;;;;;;;;;
2338N2465565I;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2138N0116305C;Rue du Grand Champ 38870 Saint-Siméon-de-Bressieux;;Domaine de la Grande Terre N 31 RUE DU GRANDCHAMP;Saint-Siméon-de-Bressieux;38870;38457;38;84;38457_0148;adresse géocodée ban à l'adresse;Domaine de la Grande Terre N 31 RUE DU GRANDCHAMP;Saint-Siméon-de-Bressieux;38870
2338N3676186R;4 Rue Lucie Et Paulette Roche 38120 Saint-Égrève;4;Rue Lucie Et Paulette Roche;Saint-Égrève;38120;38382;38;84;38382_0645_00004;adresse non géocodée ban car aucune correspondance trouvée;4 rue Lucie et Paulette Roche;SAINT-EGREVE;38120
2238N3118703Z;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N3901938L;rue de l'isere 38120 Saint-Égrève;;rue de l'isere;Saint-Égrève;38120;38382;38;84;38382_0290;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Isère;SAINT-EGREVE;38120
2338N1706629M;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;adresse non géocodée ban car aucune correspondance trouvée;Marx Dormoy;GRENOBLE;38000
2238N1009177J;Rue Jean Pierre Raffin Dugens 38420 Murianette;;Rue Jean Pierre Raffin Dugens;Murianette;38420;38271;38;84;38271_0130;adresse non géocodée ban car aucune correspondance trouvée;Rue Jean-Pierre RAFFIN-DUGENS;Murianette;38420
2138N1013109O;Rue Victor Hugo 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0800;adresse géocodée ban à l'adresse;Rue Victor Hugo;HEYRIEUX;38540
2238N2283686Y;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;adresse géocodée ban à l'adresse;Clair Romanet A;;
;;;;;;;;;;;;;
2238N0757641X;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
;;;;;;;;;;;;;
2238N2208212C;l'Etaudey 38650 Monestier-de-Clermont;;l'Etaudey;Monestier-de-Clermont;38650;38242;38;84;38242_5icx0j;adresse non géocodée ban car aucune correspondance trouvée;21 Lotissement l'Etaudey;MONESTIER DE CLERMONT;38650
2238N1599572W;Chemin de la Chapelle 38460 Chamagnieu;;;Chamagnieu;38460;38067;38;84;38067_0200;adresse géocodée ban à l'adresse;BAT B;;
;;;;;;;;;;;;;
2238N2855360K;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2238N0760140A;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
;;;;;;;;;;;;;
2238N2435807T;Rue General de Gaulle 38330 Montbonnot-Saint-Martin;;Rue General de Gaulle;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0052;adresse non géocodée ban car aucune correspondance trouvée;Rue du Général de Gaulle;MONTBONNOT-SAINT-MARTIN;38330
2338N0790876F;Chemin des Evequaux 38330 Biviers;;Chemin des Evequaux;Biviers;38330;38045;38;84;38045_0220;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Evequaux;BIVIERS;38330
2338N3466372X;3 Rue Emile Zola 38400 Saint-Martin-d'Hères;3;Rue Emile Zola;Saint-Martin-d'Hères;38400;38421;38;84;38421_0270_00003;adresse non géocodée ban car aucune correspondance trouvée;3 rue Emile Zola;Saint-Martin-d'Heres;38400
2238N2291260G;Chemin des Vignes 38140 Rives;;Chemin des Vignes;Rives;38140;38337;38;84;38337_0340;adresse non géocodée ban car aucune correspondance trouvée;Chemin des vignes;RIVES;38140
2438N1134979Z;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2238N2922726K;20 Rue de la Chaine 38230 Charvieu-Chavagneux;20;Rue de la Chaine;Charvieu-Chavagneux;38230;38085;38;84;38085_0058_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue de la Chapelle;CHARVIEU-CHAVAGNEUX;38230
2238N3118613N;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N1313735D;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;adresse non géocodée ban car aucune correspondance trouvée;Beyle Stendhal;CLAIX;38640
2238N3036942I;Chemin de Bois Joli 38500 Coublevie;;Chemin de Bois Joli;Coublevie;38500;38133;38;84;38133_0003;adresse non géocodée ban car aucune correspondance trouvée;Chemin du bois joli;COUBLEVIE;38500
2238N2855337N;Avenue Jules Valles 38100 Grenoble;;Avenue Jules Valles;Grenoble;38100;38185;38;84;38185_4075;adresse non géocodée ban car aucune correspondance trouvée;JULLES VALLES;GRENOBLE;38100
2238N1694584E;165 allee du parc 38920 Crolles;165;allee du parc;Crolles;38920;38140;38;84;38140_0497_00165;adresse non géocodée ban car aucune correspondance trouvée;165 allée du parc;CROLLES;38921
2338N0977907S;1 Rue de la Paix 38130 Échirolles;1;Rue de la Paix;Échirolles;38130;38151;38;84;38151_0460_00001;adresse non géocodée ban car aucune correspondance trouvée;1, rue de la paix;ECHIROLLES;38130
2338N4368990Z;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2238N1424857B;79 Boulevard du Guillon 38500 Voiron;79;Boulevard du Guillon;Voiron;38500;38563;38;84;38563_0740_00079;adresse géocodée ban à l'adresse;MAISON C 79 boulevard du Guillon;VOIRON;38500
2238N0897971F;Route de Morestel 38510 Vézeronce-Curtin;;;Vézeronce-Curtin;38510;38543;38;84;38543_0195;adresse géocodée ban à l'adresse;767 route de Morestel;VÉZERONCE-CURTIN;38510
2238N3118795N;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N2898536A;Boulevard de Saint-hubert 38080 L'Isle-d'Abeau;;Boulevard de Saint-hubert;L'Isle-d'Abeau;38080;38193;38;84;38193_0265;adresse non géocodée ban car aucune correspondance trouvée;Rue Stéphane Hessel / Boulevard Saint Hubert / Avenue Henri Bergson;L ISLE D ABEAU, France;38080
2238N3112233D;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N1372650C;Rue du Stade 38780 Eyzin-Pinet;;Rue du Stade;Eyzin-Pinet;38780;38160;38;84;38160_0240;adresse non géocodée ban car aucune correspondance trouvée;Rue du stade;EYZIN-PINET;38780
2438N0694690U;Chemin de la Garine 38460 Trept;;Chemin de la Garine;Trept;38460;38515;38;84;38515_0077;adresse non géocodée ban car aucune correspondance trouvée;Chemin de la Garine - Grand Cozance;TREPT;38460
2138N0197281O;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
;;;;;;;;;;;;;
2238N0580688A;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2338N2465533C;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2138N0861239K;Chemin de Buisson Rond 38460 Villemoirieu;;;Villemoirieu;38460;38554;38;84;38554_0018;adresse géocodée ban à l'adresse;Chemin du Buisson Rond;;
;;;;;;;;;;;;;
2338N0148638T;55 Allee France Gall 38670 Chasse-sur-Rhône;55;Allee France Gall;Chasse-sur-Rhône;38670;38087;38;84;38087_xs6toy_00055;adresse non géocodée ban car aucune correspondance trouvée;55 allée France Gall;CHASSE-SUR-RHONE;38670
2338N1191272B;Hlm le Repos 38540 Heyrieux;;Hlm le Repos;Heyrieux;38540;38189;38;84;38189_qncoh5;adresse géocodée ban à l'adresse;Rue du Repos;HEYRIEUX;38540
2138N0510979W;85 Chemin de Montbernier 38300 Bourgoin-Jallieu;85;Chemin de Montbernier;Bourgoin-Jallieu;38300;38053;38;84;38053_0608_00085;adresse géocodée ban à l'adresse;85 chemin de Montbernier;BOURGOIN JALLIEU, France;38300
2238N0563783V;Village d'Hurtières 38570 Hurtières;;;Hurtières;38570;38192;38;84;38192_B020;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit ''La Ville'';HURTIERES;38570
2238N2777015D;Rue Ampère 38000 Grenoble;;Rue Ampère;Grenoble;38000;38185;38;84;38185_0420;adresse non géocodée ban car aucune correspondance trouvée;RUE AMPERE;GRENOBLE;38000
2138N0220334F;109 Rue des Lilas 38150 Bougé-Chambalud;109;Rue des Lilas;Bougé-Chambalud;38150;38051;38;84;38051_0235_00109;adresse géocodée ban à l'adresse;105 rue des Lilas;BOUGE CHAMBALUD;38150
2238N2628465R;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;adresse géocodée ban à l'adresse;Le Ginkgo;;
;;;;;;;;;;;;;
2238N1530018S;Les Evequaux 38330 Biviers;;Les Evequaux;Biviers;38330;38045;38;84;38045_lzqjpf;adresse géocodée ban à l'adresse;Les Evequaux;Biviers;38330
2238N3166629H;Chemin de Gattaz-Fer 38080 Saint-Alban-de-Roche;;Chemin de Gattaz-Fer;Saint-Alban-de-Roche;38080;38352;38;84;38352_0076;adresse géocodée ban à l'adresse;Chemin de Gattaz-Fer;Saint-Alban-de-Roche;38080
2238N0901069J;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N1217313P;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N2552510I;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;adresse géocodée ban à l'adresse;Le Ginkgo;;
;;;;;;;;;;;;;
2238N1452646W;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2138N1042711C;Avenue de la Republique 38090 Villefontaine;;Avenue de la Republique;Villefontaine;38090;38553;38;84;38553_0710;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la République;VILLEFONTAINE;38090
2238N0978344M;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2438N0845280S;Chemin de Tartaix 38330 Montbonnot-Saint-Martin;;Chemin de Tartaix;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0450;adresse non géocodée ban car aucune correspondance trouvée;Chemin de Tartaix Lotissement Le Clos des Blanches Haies Lot 6;MONTBONNOT-SAINT-MARTIN;38330
2338N0728493W;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2238N0389830I;Lotissement du Hameau 38300 Les Éparres;;Lotissement du Hameau;Les Éparres;38300;38156;38;84;38156_A001;adresse non géocodée ban car aucune correspondance trouvée;LIEU DIT L'EGLISE - LOTISSEMENT TERRIEZ LOT 2;LES EPARRES;38300
2238N2898522M;Boulevard de Saint-hubert 38080 L'Isle-d'Abeau;;Boulevard de Saint-hubert;L'Isle-d'Abeau;38080;38193;38;84;38193_0265;adresse non géocodée ban car aucune correspondance trouvée;Rue Stéphane Hessel / Boulevard Saint Hubert / Avenue Henri Bergson;L ISLE D ABEAU, France;38080
2238N3100528Y;Rue du Rouchas 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38534_0053;adresse géocodée ban à l'adresse;du Rouchas;LES DEUX ALPES;38860
2138N0566497E;Impasse des Melezes 38500 Coublevie;;;Coublevie;38500;38133;38;84;38133_0390;adresse géocodée ban à l'adresse;Impasse des galets;COUBLEVIE;38500
2138N0701925Y;Rue Célestin Nicolas 38450 Vif;;Rue Célestin Nicolas;Vif;38450;38545;38;84;38545_0241;adresse non géocodée ban car aucune correspondance trouvée;Célestin Nicolas;VIF;38450
2338N0924550N;Rue de lâ€ Eglise 38200 Seyssuel;;Rue de lâ€ Eglise;Seyssuel;38200;38487;38;84;38487_0040;adresse géocodée ban à l'adresse;BAT A;;
;;;;;;;;;;;;;
2138N0858599W;Rue Elisha Gray 38090 Villefontaine;;Rue Elisha Gray;Villefontaine;38090;38553;38;84;38553_6pb82u;adresse non géocodée ban car aucune correspondance trouvée;Rue Elisha Gray;VILLEFONTAINE;38090
2238N1454486Q;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2438N1433455V;Rue Aimé Pinel 38230 Pont-de-Chéruy;;Rue Aimé Pinel;Pont-de-Chéruy;38230;38316;38;84;38316_0020;adresse non géocodée ban car aucune correspondance trouvée;28b Rue Aimé Pinel;PONT-DE-CHERUY;38230
2338N0430025I;La Terrasse;;;La Terrasse;38660;38503;38;84;38503;adresse non géocodée ban car aucune correspondance trouvée;La Chantourne;LA TERRASSE;38660
2338N4082413U;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;rue René Maus / rue Aimé Requet;Grenoble;38000
2238N3118741L;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0580646K;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2138N0943515W;Rue Saint Martin 38510 Vézeronce-Curtin;;;Vézeronce-Curtin;38510;38543;38;84;38543_0140;adresse géocodée ban à l'adresse;230 rue Saint Martin;VÉZERONCE-CURTIN;38510
